Id,Name,DOB,lat,lon,favPlace
S1529,Lucinda Williams,1953-01-26 06:00:00.000000 +00:00,42.1103041,-88.03424,Palatine
S1530,L Dennis Kozlowski,1946-11-16 06:00:00.000000 +00:00,47.6062095,-122.3320708,Seattle
S1531,Susan Webber Wright,1948-01-01 06:00:00.000000 +00:00,39.0836712,-84.5085536,Covington
S1532,Judith Steinberg Dean,1953-05-09 06:00:00.000000 +00:00,38.4087993,-121.3716178,Elk Grove
S1533,Robert E Allen,1935-01-01 06:00:00.000000 +00:00,32.5251516,-93.7501789,Shreveport
S1534,John Mortimer,1923-04-21 06:00:00.000000 +00:00,41.223,-111.9738304,Ogden
S1535,David Irving,1938-03-24 06:00:00.000000 +00:00,38.4495688,-78.8689155,Harrisonburg
S1536,Alexandra Stevenson,1980-12-15 06:00:00.000000 +00:00,33.9616801,-118.3531311,Inglewood
S1537,Chris Matthews,1945-12-17 06:00:00.000000 +00:00,34.1477849,-118.1445155,Pasadena
S1538,Cherie Blair,1954-09-23 06:00:00.000000 +00:00,42.7070354,-71.1631137,Lawrence
S1539,Andrew Johnson,1808-12-29 06:00:00.000000 +00:00,45.4206749,-122.6706498,Lake Oswego
S1540,Yasir Arafat,1929-08-24 06:00:00.000000 +00:00,38.232417,-122.6366524,Petaluma
S1541,Joaquin Balaguer,1906-09-01 06:00:00.000000 +00:00,39.9242266,-83.8088171,Springfield
S1542,Ossie Davis,1917-12-18 06:00:00.000000 +00:00,38.2975381,-122.286865,Napa
S1543,Tommy Maddox,1971-09-02 06:00:00.000000 +00:00,39.7294319,-104.8319195,Aurora
S1544,Gary Winnick,1947-01-01 06:00:00.000000 +00:00,46.7866719,-92.1004852,Duluth
S1545,Penelope Cruz,1974-04-28 06:00:00.000000 +00:00,37.2709704,-79.9414266,Roanoke
S1546,Daniel Radcliffe,1989-07-23 06:00:00.000000 +00:00,44.0581728,-121.3153096,Bend
S1547,Adrian Lyne,1941-03-04 06:00:00.000000 +00:00,34.5008311,-117.1858759,Apple Valley
S1548,Costas Simitis,1936-06-23 06:00:00.000000 +00:00,42.3764852,-71.2356113,Waltham
S1549,Margo Jefferson,1947-10-17 06:00:00.000000 +00:00,26.640628,-81.8723084,Fort Myers
S1550,Ann M Veneman,1949-06-29 06:00:00.000000 +00:00,27.950575,-82.4571776,Tampa
S1551,Chanda Rubin,1976-02-18 06:00:00.000000 +00:00,34.09751,-117.6483876,Upland
S1552,Aaron Boone,1973-03-09 06:00:00.000000 +00:00,36.5859718,-79.3950228,Danville
S1553,Howard Golden,1925-01-01 06:00:00.000000 +00:00,42.5083482,-89.0317765,Beloit
S1554,Julie Salamon,1953-07-10 06:00:00.000000 +00:00,26.1275862,-80.2331036,Plantation
S1555,Andre Previn,1929-04-06 06:00:00.000000 +00:00,38.8338816,-104.8213634,Colorado Springs
S1556,Edward Durell Stone,1902-03-09 06:00:00.000000 +00:00,37.6390972,-120.9968782,Modesto
S1557,James Taylor,1948-03-12 06:00:00.000000 +00:00,42.9633599,-85.6680863,Grand Rapids
S1558,William Manchester,1922-04-01 06:00:00.000000 +00:00,41.8850317,-87.7845025,Oak Park
S1559,Betty Comden,1917-05-03 06:00:00.000000 +00:00,27.3364347,-82.5306527,Sarasota
S1560,Robert D Kaplan,1952-06-23 06:00:00.000000 +00:00,33.9971974,-117.4854802,Jurupa Valley
S1561,Alicia Keys,1980-01-25 06:00:00.000000 +00:00,33.8816818,-118.1170117,Bellflower
S1562,Ricky Martin,1971-12-24 06:00:00.000000 +00:00,40.0149856,-105.2705456,Boulder
S1563,Regis Philbin,1931-08-25 06:00:00.000000 +00:00,35.6869752,-105.937799,Santa Fe
S1564,Lech Walesa,1943-09-29 06:00:00.000000 +00:00,33.6803003,-116.173894,Coachella
S1565,Leo Napoleon I,1769-08-15 06:00:00.000000 +00:00,42.3459271,-71.5522874,Marlborough
S1566,Marvin Davis,1925-08-28 06:00:00.000000 +00:00,33.9533487,-117.3961564,Riverside
S1567,Jean Stapleton,1923-01-19 06:00:00.000000 +00:00,34.5794343,-118.1164613,Palmdale
S1568,Dick Vermeil,1936-10-30 06:00:00.000000 +00:00,38.1074198,-122.5697032,Novato
S1569,Carolyn McCarthy,1944-01-05 06:00:00.000000 +00:00,41.0602216,-111.9710529,Layton
S1570,Frida Kahlo,1907-07-06 06:00:00.000000 +00:00,41.6986416,-88.0683955,Bolingbrook
S1571,Ralph Branca,1926-01-06 06:00:00.000000 +00:00,33.6000232,-117.6719953,Mission Viejo
S1572,Jeffrey Katzenberg,1950-12-21 06:00:00.000000 +00:00,42.0697509,-87.7878408,Glenview
S1573,Mohammed Zahir Shah,1914-10-15 06:00:00.000000 +00:00,38.891565,-121.2930079,Lincoln
S1574,Paul Azinger,1960-01-06 06:00:00.000000 +00:00,38.6779591,-121.1760583,Folsom
S1575,Lena Horne,1917-06-30 06:00:00.000000 +00:00,34.6100243,-112.315721,Prescott Valley
S1576,Laurence A Tisch,1923-03-05 06:00:00.000000 +00:00,32.3199396,-106.7636538,Las Cruces
S1577,Lasse Hallstrom,1946-06-02 06:00:00.000000 +00:00,45.6769979,-111.0429339,Bozeman
S1578,Javier Solana,1942-07-14 06:00:00.000000 +00:00,42.0333607,-88.0834059,Schaumburg
S1579,Edwin W Edwards,1927-08-07 06:00:00.000000 +00:00,42.5144566,-83.0146526,Warren
S1580,Spencer Abraham,1952-06-12 06:00:00.000000 +00:00,38.7874699,-90.6298922,St. Peters
S1581,Peter Ackroyd,1949-10-05 06:00:00.000000 +00:00,42.034722,-93.62,Ames
S1582,Jude Law,1972-12-29 06:00:00.000000 +00:00,33.6292337,-112.3679279,Surprise
S1583,Brad Leithauser,1953-02-27 06:00:00.000000 +00:00,32.9483335,-96.7298519,Richardson
S1584,Marty Markowitz,1945-02-14 06:00:00.000000 +00:00,43.6155825,-84.2472116,Midland
S1585,Vartan Gregorian,1934-04-08 06:00:00.000000 +00:00,29.8832749,-97.9413941,San Marcos
S1586,Jack Curry,1964-11-25 06:00:00.000000 +00:00,41.2459149,-75.8813075,Wilkes-Barre
S1587,Hugh Jackman,1968-10-12 06:00:00.000000 +00:00,44.2619309,-88.4153847,Appleton
S1588,Kent Nagano,1951-11-22 06:00:00.000000 +00:00,39.0228485,-94.7151865,Shawnee
S1589,Lawrence van Gelder,1933-01-01 06:00:00.000000 +00:00,41.6661573,-81.339552,Mentor
S1590,Mary Matalin,1953-08-19 06:00:00.000000 +00:00,37.6818745,-121.7680088,Livermore
S1591,Catherine Zeta-Jones,1969-09-25 06:00:00.000000 +00:00,35.2270869,-80.8431267,Charlotte
S1592,Tony Coelho,1942-06-15 06:00:00.000000 +00:00,37.7719074,-87.1111676,Owensboro
S1593,Katha Pollitt,1949-10-14 06:00:00.000000 +00:00,26.9342246,-80.0942087,Jupiter
S1594,Marc Rich,1934-12-18 06:00:00.000000 +00:00,38.3396367,-122.7010984,Rohnert Park
S1595,Herb Brooks,1937-08-05 06:00:00.000000 +00:00,41.8781136,-87.6297982,Chicago
S1596,Gabriela Sabatini,1970-05-16 06:00:00.000000 +00:00,45.7832856,-108.5006904,Billings
S1597,C Ray Nagin,1956-06-11 06:00:00.000000 +00:00,43.0494572,-88.0075875,Wauwatosa
S1598,Michael Wines,1951-06-03 06:00:00.000000 +00:00,41.8800296,-88.0078435,Lombard
S1599,Robert D McFadden,1937-01-01 06:00:00.000000 +00:00,41.308274,-72.9278835,New Haven
S1600,Barbara Jordan,1936-02-21 06:00:00.000000 +00:00,39.9625984,-76.727745,York
S1601,Antonio Banderas,1960-08-10 06:00:00.000000 +00:00,35.9606384,-83.9207392,Knoxville
S1602,Audra McDonald,1970-07-03 06:00:00.000000 +00:00,41.3683798,-82.1076486,Elyria
S1603,Ian Buruma,1951-12-28 06:00:00.000000 +00:00,41.7003208,-70.3002024,Barnstable Town
S1604,Ann Reinking,1949-11-10 06:00:00.000000 +00:00,40.6668916,-111.8879909,Murray
S1605,Marylou Whitney,1925-12-24 06:00:00.000000 +00:00,37.7652065,-122.2416355,Alameda
S1606,Carlton Fisk,1947-12-26 06:00:00.000000 +00:00,37.7974273,-121.2160526,Manteca
S1607,Ray Mabus,1948-10-11 06:00:00.000000 +00:00,44.9530215,-92.9952153,Maplewood
S1608,John Landis,1950-08-03 06:00:00.000000 +00:00,42.3265152,-122.8755949,Medford
S1609,Enid Nemy,1924-01-01 06:00:00.000000 +00:00,35.8456213,-86.39027,Murfreesboro
S1610,Leah Rabin,1928-04-08 06:00:00.000000 +00:00,39.1404477,-121.6169108,Yuba City
S1611,Marcello Mastroianni,1924-09-28 06:00:00.000000 +00:00,41.3164856,-73.0931641,Shelton
S1612,Craig Lucas,1951-04-30 06:00:00.000000 +00:00,42.5348993,-92.4453161,Cedar Falls
S1613,Charlie LeDuff,1966-01-01 06:00:00.000000 +00:00,35.0867577,-89.8100858,Germantown
S1614,Winslow Homer,1836-02-24 06:00:00.000000 +00:00,41.408969,-75.6624122,Scranton
S1615,Ted Turner,1938-11-19 06:00:00.000000 +00:00,32.6098566,-85.4807825,Auburn
S1616,Mstislav Rostropovich,1927-03-27 06:00:00.000000 +00:00,38.7509488,-77.4752667,Manassas
S1617,Martin T Meehan,1956-12-30 06:00:00.000000 +00:00,38.3565773,-121.9877444,Vacaville
S1618,Darryl Hamilton,1964-12-03 06:00:00.000000 +00:00,34.0194543,-118.4911912,Santa Monica
S1619,Sally Field,1946-11-06 06:00:00.000000 +00:00,36.7282054,-76.5835621,Suffolk
S1620,Suzanne Vega,1959-07-11 06:00:00.000000 +00:00,42.6583661,-83.1499322,Rochester Hills
S1621,Jackie Robinson,1919-01-31 06:00:00.000000 +00:00,33.6633573,-116.3100095,La Quinta
S1622,Linda Greenhouse,1947-01-09 06:00:00.000000 +00:00,38.3498195,-81.6326234,Charleston
S1623,Rick Perry,1950-03-04 06:00:00.000000 +00:00,35.7688425,-119.2470536,Delano
S1624,Spike Lee,1957-03-20 06:00:00.000000 +00:00,28.2489016,-81.2811801,St. Cloud
S1625,Greg Louganis,1960-01-29 06:00:00.000000 +00:00,32.7764749,-79.9310512,Charleston
S1626,Tim Couch,1977-07-31 06:00:00.000000 +00:00,35.4873613,-80.6217341,Kannapolis
S1627,Richard Stoltzman,1942-07-12 06:00:00.000000 +00:00,33.8752935,-117.5664384,Corona
S1628,William C Rhoden,1950-01-01 06:00:00.000000 +00:00,38.7907339,-121.2357828,Rocklin
S1629,Theodore E McCarrick,1930-07-07 06:00:00.000000 +00:00,38.9108408,-94.3821724,Lee's Summit
S1630,Mickey Rourke,1952-09-16 06:00:00.000000 +00:00,29.5844524,-81.2078699,Palm Coast
S1631,Pinchas Zukerman,1948-07-16 06:00:00.000000 +00:00,40.5649781,-111.8389726,Sandy
S1632,Carl Everett,1971-06-03 06:00:00.000000 +00:00,36.3728538,-94.2088172,Bentonville
S1633,Tim Duncan,1976-04-25 06:00:00.000000 +00:00,34.3916641,-118.542586,Santa Clarita
S1634,Jean Nouvel,1945-08-12 06:00:00.000000 +00:00,28.6611089,-81.3656242,Altamonte Springs
S1635,Roberto Micheletti,1943-08-13 06:00:00.000000 +00:00,29.7030024,-98.1244531,New Braunfels
S1636,Olympia J Snowe,1947-02-21 06:00:00.000000 +00:00,35.1495343,-90.0489801,Memphis
S1637,Hans Christian Andersen,1805-04-02 06:00:00.000000 +00:00,32.8140177,-96.9488945,Irving
S1638,Doc Rivers,1961-10-13 06:00:00.000000 +00:00,38.8048355,-77.0469214,Alexandria
S1639,Tom Cruise,1962-07-03 06:00:00.000000 +00:00,34.4263886,-117.3008784,Hesperia
S1640,Andrew M Cuomo,1957-12-06 06:00:00.000000 +00:00,42.2042586,-72.6162009,Holyoke
S1641,Herman D Jr Farrell,1932-02-04 06:00:00.000000 +00:00,33.9462125,-84.3346473,Dunwoody
S1642,Pat Hurst,1969-05-23 06:00:00.000000 +00:00,42.0324025,-87.7416246,Skokie
S1643,Colin Montgomerie,1963-06-23 06:00:00.000000 +00:00,40.7684342,-74.1454214,Kearny
S1644,Bob Hope,1903-05-29 06:00:00.000000 +00:00,40.6259316,-75.3704579,Bethlehem
S1645,Otto Schily,1932-07-20 06:00:00.000000 +00:00,39.7674578,-94.846681,St. Joseph
S1646,John Lee Malvo,1985-02-18 06:00:00.000000 +00:00,33.8491816,-118.3884078,Redondo Beach
S1647,Alec Guinness,1914-04-02 06:00:00.000000 +00:00,29.7604267,-95.3698028,Houston
S1648,Luciano Pavarotti,1935-10-12 06:00:00.000000 +00:00,33.4936391,-117.1483648,Temecula
S1649,Dara Torres,1967-04-15 06:00:00.000000 +00:00,42.2808256,-83.7430378,Ann Arbor
S1650,Joe Moakley,1927-04-27 06:00:00.000000 +00:00,30.080174,-94.1265562,Beaumont
S1651,William S Burroughs,1914-02-05 06:00:00.000000 +00:00,42.7369792,-84.4838654,East Lansing
S1652,Owen Wilson,1968-11-18 06:00:00.000000 +00:00,32.8383828,-116.9739167,Santee
S1653,Garland Jr Burrell,1947-01-01 06:00:00.000000 +00:00,26.2128609,-80.2497707,Tamarac
S1654,James Earl Jones,1931-01-17 06:00:00.000000 +00:00,41.1543623,-95.9145568,Bellevue
S1655,Jack Kent Cooke,1912-10-25 06:00:00.000000 +00:00,26.007765,-80.2962555,Pembroke Pines
S1656,Sterling Hitchcock,1971-04-29 06:00:00.000000 +00:00,36.1867442,-94.1288141,Springdale
S1657,Louise Erdrich,1954-06-07 06:00:00.000000 +00:00,34.1975048,-119.1770516,Oxnard
S1658,Larry Doby,1923-12-13 06:00:00.000000 +00:00,31.8456816,-102.3676431,Odessa
S1659,Robert Rauschenberg,1925-10-22 06:00:00.000000 +00:00,36.1156071,-97.0583681,Stillwater
S1660,Haile Gebrselassie,1973-04-18 06:00:00.000000 +00:00,42.0834335,-71.0183787,Brockton
S1661,Carolyn B Maloney,1946-02-19 06:00:00.000000 +00:00,40.6687141,-74.1143091,Bayonne
S1662,Joseph M Arpaio,1932-06-14 06:00:00.000000 +00:00,33.8894598,-118.1597911,Paramount
S1663,James Gandolfini,1961-09-18 06:00:00.000000 +00:00,41.5067003,-90.5151342,Moline
S1664,Andy Warhol,1928-08-06 06:00:00.000000 +00:00,32.3643098,-88.703656,Meridian
S1665,Apolo Anton Ohno,1982-05-22 06:00:00.000000 +00:00,35.1595182,-84.8766115,Cleveland
S1666,Jay M Pasachoff,1943-01-01 06:00:00.000000 +00:00,40.7281575,-74.0776417,Jersey City
S1667,Theodore Roosevelt,1858-10-27 06:00:00.000000 +00:00,44.9537029,-93.0899578,St. Paul
S1668,Burt Lancaster,1913-11-02 06:00:00.000000 +00:00,28.9005446,-81.2636738,Deltona
S1669,Larry A Silverstein,1931-05-30 06:00:00.000000 +00:00,40.6576022,-73.5831835,Freeport
S1670,Leon Botstein,1946-12-14 06:00:00.000000 +00:00,41.6611277,-91.5301683,Iowa City
S1671,Yoko Ono,1933-02-18 06:00:00.000000 +00:00,33.8352932,-117.9145036,Anaheim
S1672,Max Frankel,1930-01-01 06:00:00.000000 +00:00,44.7319094,-93.21772,Apple Valley
S1673,Charlie Chaplin,1889-04-16 06:00:00.000000 +00:00,47.4941836,-111.2833449,Great Falls
S1674,Jessica Tandy,1909-06-07 06:00:00.000000 +00:00,40.6916132,-112.0010501,West Valley City
S1675,Dick Cheney,1941-01-30 06:00:00.000000 +00:00,37.0298687,-76.3452218,Hampton
S1676,Abdul Aziz al- Hakim,1953-01-01 06:00:00.000000 +00:00,30.6332618,-97.6779842,Georgetown
S1677,Pavel P Borodin,1946-10-25 06:00:00.000000 +00:00,40.2968979,-111.6946475,Orem
S1678,Jerry Garcia,1942-08-01 06:00:00.000000 +00:00,34.1442616,-118.0019482,Monrovia
S1679,Megan Kanka,1986-12-07 06:00:00.000000 +00:00,32.9341893,-97.229298,Keller
S1680,Nomar Garciaparra,1973-07-23 06:00:00.000000 +00:00,32.9810059,-80.0325867,Goose Creek
S1681,Evan Bayh,1955-12-26 06:00:00.000000 +00:00,34.7464809,-92.2895948,Little Rock
S1682,Edward S Lampert,1962-07-19 06:00:00.000000 +00:00,33.7455731,-117.8678338,Santa Ana
S1683,Sidney Poitier,1927-02-20 06:00:00.000000 +00:00,41.0339862,-73.7629097,White Plains
S1684,Daniel E Lungren,1946-09-22 06:00:00.000000 +00:00,43.4916514,-112.0339645,Idaho Falls
S1685,Sam Shepard,1979-01-16 06:00:00.000000 +00:00,47.610377,-122.2006786,Bellevue
S1686,William M Daley,1948-08-09 06:00:00.000000 +00:00,38.7521235,-121.2880059,Roseville
S1687,Sari Nusseibeh,1949-01-01 06:00:00.000000 +00:00,40.5067723,-74.2654234,Perth Amboy
S1688,Lleyton Hewitt,1981-02-24 06:00:00.000000 +00:00,42.5278731,-70.9286609,Peabody
S1689,David Zinman,1936-07-09 06:00:00.000000 +00:00,40.9263957,-98.3420118,Grand Island
S1690,W Ann Reynolds,1938-01-01 06:00:00.000000 +00:00,38.9517053,-92.3340724,Columbia
S1691,Henry Akinwande,1965-10-12 06:00:00.000000 +00:00,42.7261309,-87.7828523,Racine
S1692,Linda Fairstein,1947-05-05 06:00:00.000000 +00:00,39.978371,-86.1180435,Carmel
S1693,Jane Dee Hull,1935-08-08 06:00:00.000000 +00:00,42.2011538,-85.5800022,Portage
S1694,Juwan Howard,1973-02-07 06:00:00.000000 +00:00,39.5150576,-84.3982763,Middletown
S1695,William T Esrey,1940-01-01 06:00:00.000000 +00:00,38.6785157,-121.7732971,Woodland
S1696,Joyce Maynard,1953-11-05 06:00:00.000000 +00:00,42.4084302,-71.0119948,Revere
S1697,Arthur Schnitzler,1862-05-15 06:00:00.000000 +00:00,32.8370727,-97.0819541,Euless
S1698,Bill Pulsipher,1973-10-09 06:00:00.000000 +00:00,42.0883603,-87.9806265,Arlington Heights
S1699,Sigourney Weaver,1949-10-08 06:00:00.000000 +00:00,33.7475203,-116.9719684,Hemet
S1700,Kordell Stewart,1972-10-16 06:00:00.000000 +00:00,35.9556923,-80.0053176,High Point
S1701,Charles Wuorinen,1938-06-09 06:00:00.000000 +00:00,40.0581205,-82.4012642,Newark
S1702,Mark Woodforde,1965-09-23 06:00:00.000000 +00:00,35.4495065,-97.3967019,Midwest City
S1703,Barbara Bush,1925-06-08 06:00:00.000000 +00:00,33.1433723,-117.1661449,San Marcos
S1704,Sonia Gandhi,1946-12-09 06:00:00.000000 +00:00,29.1383165,-80.9956105,Port Orange
S1705,John D Dingell,1926-07-08 06:00:00.000000 +00:00,33.8536269,-118.1339563,Lakewood
S1706,Peter Gatien,1952-08-08 06:00:00.000000 +00:00,40.1261743,-82.9290696,Westerville
S1707,John C Liu,1967-01-08 06:00:00.000000 +00:00,42.2711311,-89.0939952,Rockford
S1708,Peter Braunstein,1964-01-26 06:00:00.000000 +00:00,32.7947731,-116.9625269,El Cajon
S1709,Elmore Leonard,1925-10-11 06:00:00.000000 +00:00,27.773056,-82.64,St. Petersburg
S1710,Rahm Emanuel,1959-11-29 06:00:00.000000 +00:00,41.8089191,-88.0111746,Downers Grove
S1711,Ira Levin,1929-08-27 06:00:00.000000 +00:00,41.2306979,-73.064036,Milford
S1712,William Joppy,1970-09-11 06:00:00.000000 +00:00,44.6365107,-123.1059282,Albany
S1713,Benjamin Franklin,1706-01-17 06:00:00.000000 +00:00,36.1699412,-115.1398296,Las Vegas
S1714,Johnnie L Jr Cochran,1937-10-02 06:00:00.000000 +00:00,29.6910625,-95.2091006,Pasadena
S1715,Thomas Jefferson,1743-04-13 06:00:00.000000 +00:00,27.2730492,-80.3582261,Port St. Lucie
S1716,Michael G Mullen,1946-10-04 06:00:00.000000 +00:00,41.9778795,-91.6656232,Cedar Rapids
S1717,Albert Costa,1975-06-25 06:00:00.000000 +00:00,29.2858129,-81.0558894,Ormond Beach
S1718,Aaron Burr,1756-02-06 06:00:00.000000 +00:00,42.2528772,-71.0022705,Quincy
S1719,Angela Gheorghiu,1965-09-07 06:00:00.000000 +00:00,25.9860762,-80.3035602,Miramar
S1720,Wolfgang Sawallisch,1923-08-26 06:00:00.000000 +00:00,31.7775757,-106.4424559,El Paso
S1721,Joseph C 4TH Wilson,1949-11-06 06:00:00.000000 +00:00,39.0558235,-95.6890185,Topeka
S1722,Anthony Lake,1939-04-02 06:00:00.000000 +00:00,34.0805651,-118.072846,Rosemead
S1723,Jeromy Burnitz,1969-04-15 06:00:00.000000 +00:00,44.9901194,-123.0262077,Keizer
S1724,Alfred E Kahn,1917-10-17 06:00:00.000000 +00:00,44.9211836,-93.4687489,Minnetonka
S1725,John Irving,1942-03-02 06:00:00.000000 +00:00,41.0814447,-81.5190053,Akron
S1726,Jean Paul Gaultier,1952-04-24 06:00:00.000000 +00:00,26.3017374,-98.1633432,Edinburg
S1727,Denzel Washington,1954-12-28 06:00:00.000000 +00:00,34.1063989,-117.5931084,Rancho Cucamonga
S1728,Kenny Lofton,1967-05-31 06:00:00.000000 +00:00,32.8546197,-79.9748103,North Charleston
S1729,Edward Albee,1928-03-12 06:00:00.000000 +00:00,38.2526647,-85.7584557,Louisville
S1730,James B Stewart,1952-01-01 06:00:00.000000 +00:00,36.910231,-121.7568946,Watsonville
S1731,Jonathan Raban,1942-06-14 06:00:00.000000 +00:00,26.2517482,-80.1789351,Coconut Creek
S1732,Nicolae Ceausescu,1918-01-26 06:00:00.000000 +00:00,27.4989278,-82.5748194,Bradenton
S1733,Felipe Calderon,1962-08-18 06:00:00.000000 +00:00,33.1580933,-117.3505939,Carlsbad
S1734,Billy Bob Thornton,1955-08-04 06:00:00.000000 +00:00,29.383845,-94.9027002,Texas City
S1735,Philip Bosco,1930-09-26 06:00:00.000000 +00:00,40.5865396,-122.3916754,Redding
S1736,Kenny Perry,1960-08-10 06:00:00.000000 +00:00,42.9133602,-85.7053085,Wyoming
S1737,Laurel Salton Clark,1961-03-10 06:00:00.000000 +00:00,41.452819,-82.1823746,Lorain
S1738,Derrick Coleman,1967-06-21 06:00:00.000000 +00:00,41.1616108,-112.0263313,Roy
S1739,Mark Cuban,1958-07-31 06:00:00.000000 +00:00,26.1224386,-80.1373174,Fort Lauderdale
S1740,Elvis Costello,1954-08-25 06:00:00.000000 +00:00,32.6130007,-83.624201,Warner Robins
S1741,Mohammed Riza Pahlevi,1919-10-26 06:00:00.000000 +00:00,27.9658533,-82.8001026,Clearwater
S1742,Steve Strunsky,1923-01-01 06:00:00.000000 +00:00,25.5808323,-80.3468593,Cutler Bay
S1743,Bruce Willis,1955-03-19 06:00:00.000000 +00:00,34.79981,-87.677251,Florence
S1744,Janet Maslin,1949-08-12 06:00:00.000000 +00:00,39.4667034,-87.4139092,Terre Haute
S1745,Donald J Boudreaux,1958-01-01 06:00:00.000000 +00:00,31.0982344,-97.342782,Temple
S1746,Marcelo Rios,1975-12-26 06:00:00.000000 +00:00,39.7092262,-84.0632685,Beavercreek
S1747,Anna Kisselgoff,1938-01-12 06:00:00.000000 +00:00,43.5445959,-96.7311034,Sioux Falls
S1748,Robert W Sweet,1922-10-15 06:00:00.000000 +00:00,39.2014404,-85.9213796,Columbus
S1749,Eric K Shinseki,1942-11-28 06:00:00.000000 +00:00,26.2445263,-80.206436,Margate
S1750,David Berkowitz,1953-06-01 06:00:00.000000 +00:00,42.5250906,-71.759794,Leominster
S1751,Leonardo DiCaprio,1974-11-11 06:00:00.000000 +00:00,41.7001009,-71.4161671,Warwick
S1752,Bob Stoops,1960-09-06 06:00:00.000000 +00:00,35.3732921,-119.0187125,Bakersfield
S1753,Scott Layden,1959-01-01 06:00:00.000000 +00:00,25.7616798,-80.1917902,Miami
S1754,Theresa Rebeck,1958-02-19 06:00:00.000000 +00:00,30.2265949,-93.2173758,Lake Charles
S1755,Robert B Parker,1932-09-17 06:00:00.000000 +00:00,46.2856907,-119.2844621,Richland
S1756,Mark McGwire,1963-10-01 06:00:00.000000 +00:00,35.7344538,-81.3444573,Hickory
S1757,James C Greenwood,1951-05-04 06:00:00.000000 +00:00,37.654656,-122.4077498,South San Francisco
S1758,Tom Hayden,1939-12-11 06:00:00.000000 +00:00,45.0105194,-93.4555093,Plymouth
S1759,Sali Berisha,1944-10-15 06:00:00.000000 +00:00,41.6763545,-86.2519898,South Bend
S1760,Bob Arum,1931-12-08 06:00:00.000000 +00:00,35.6528323,-97.4780954,Edmond
S1761,Eric Lichtblau,1965-01-01 06:00:00.000000 +00:00,41.6005448,-93.6091064,Des Moines
S1762,Susan Stroman,1954-10-17 06:00:00.000000 +00:00,26.339806,-81.7786972,Bonita Springs
S1763,Kurt Vonnegut,1922-11-11 06:00:00.000000 +00:00,40.5246711,-111.8638226,Draper
S1764,Stanley Kubrick,1928-07-26 06:00:00.000000 +00:00,33.9791793,-118.032844,Whittier
S1765,Eric Mangini,1971-01-19 06:00:00.000000 +00:00,42.36837,-83.3527097,Livonia
S1766,Peter Gelb,1953-01-01 06:00:00.000000 +00:00,43.0389025,-87.9064736,Milwaukee
S1767,Gustave Flaubert,1821-12-12 06:00:00.000000 +00:00,47.3073228,-122.2284532,Auburn
S1768,Wilbert Rideau,1942-02-13 06:00:00.000000 +00:00,33.9204354,-80.3414693,Sumter
S1769,Libra Chen Shui-Bian,1950-10-12 06:00:00.000000 +00:00,42.5584283,-70.880049,Beverly
S1770,Saeb Erekat,1955-04-28 06:00:00.000000 +00:00,47.4828776,-122.2170661,Renton
S1771,Claude Debussy,1862-08-22 06:00:00.000000 +00:00,39.5807452,-104.8771726,Centennial
S1772,William J Broad,1951-03-07 06:00:00.000000 +00:00,37.5407246,-77.4360481,Richmond
S1773,Bernard Tschumi,1944-01-25 06:00:00.000000 +00:00,40.1053196,-85.6802541,Anderson
S1774,Ted Danson,1947-12-29 06:00:00.000000 +00:00,33.9294606,-116.977248,Beaumont
S1775,John Frankenheimer,1930-02-19 06:00:00.000000 +00:00,30.4393696,-97.6200043,Pflugerville
S1776,Mikhail M Kasyanov,1957-12-08 06:00:00.000000 +00:00,40.7439905,-74.0323626,Hoboken
S1777,Ken Salazar,1955-03-02 06:00:00.000000 +00:00,38.0405837,-84.5037164,Lexington-Fayette
S1778,Barry Levinson,1942-04-06 06:00:00.000000 +00:00,33.9022367,-118.081733,Norwalk
S1779,George Balanchine,1904-01-22 06:00:00.000000 +00:00,32.6926512,-114.6276916,Yuma
S1780,Don Mattingly,1961-04-20 06:00:00.000000 +00:00,34.1283442,-117.2086513,Highland
S1781,Gary E Johnson,1953-01-01 06:00:00.000000 +00:00,41.9125286,-88.1347927,Carol Stream
S1782,Kent Graham,1968-11-01 06:00:00.000000 +00:00,41.525031,-88.0817251,Joliet
S1783,Billy Graham,1918-11-07 06:00:00.000000 +00:00,34.9248667,-81.0250784,Rock Hill
S1784,Robert Pinsky,1940-10-20 06:00:00.000000 +00:00,38.5890723,-121.302728,Rancho Cordova
S1785,Denise Cote,1946-01-01 06:00:00.000000 +00:00,42.3369816,-83.2732627,Dearborn Heights
S1786,David Hicks,1975-08-07 06:00:00.000000 +00:00,21.3069444,-157.8583333,Honolulu
S1787,Alexander Hamilton,1755-01-11 06:00:00.000000 +00:00,28.8052674,-97.0035982,Victoria
S1788,Ray Lucas,1972-08-06 06:00:00.000000 +00:00,41.9445441,-71.2856082,Attleboro
S1789,Libra Mobutu Sese Seko,1930-10-14 06:00:00.000000 +00:00,33.0151201,-96.5388789,Wylie
S1790,Eli Manning,1981-01-03 06:00:00.000000 +00:00,32.9756415,-96.8899636,Carrollton
S1791,Michael J Bragman,1940-08-11 06:00:00.000000 +00:00,41.632223,-88.2120315,Plainfield
S1792,I Lewis Jr Libby,1950-08-22 06:00:00.000000 +00:00,42.0629915,-88.1227199,Hoffman Estates
S1793,Mike Holmgren,1948-06-15 06:00:00.000000 +00:00,42.7262016,-71.1908924,Methuen
